"iso_id","region","load_date","load_forecast","weather_date","temperature_celsius"
2,"ISO","2024-09-05 09:00:00+00",14054,"2024-09-05 09:00:00+00","14.125610937615932"
2,"ISO","2024-09-05 10:00:00+00",15126,"2024-09-05 10:00:00+00","13.813325621211959"
2,"ISO","2024-09-05 11:00:00+00",15624,"2024-09-05 11:00:00+00","13.70856292839784"
2,"ISO","2024-09-05 12:00:00+00",15696,"2024-09-05 12:00:00+00","16.056990339734114"
2,"ISO","2024-09-05 13:00:00+00",15727,"2024-09-05 13:00:00+00","18.83031220385351"
2,"ISO","2024-09-05 14:00:00+00",15878,"2024-09-05 14:00:00+00","20.512849976575353"
2,"ISO","2024-09-05 15:00:00+00",16253,"2024-09-05 15:00:00+00","21.814341038355224"
2,"ISO","2024-09-05 16:00:00+00",16786,"2024-09-05 16:00:00+00","22.844779208590523"
2,"ISO","2024-09-05 17:00:00+00",17354,"2024-09-05 17:00:00+00","23.52200027908185"
2,"ISO","2024-09-05 18:00:00+00",17829,"2024-09-05 18:00:00+00","23.845747066832587"
2,"ISO","2024-09-05 19:00:00+00",18376,"2024-09-05 19:00:00+00","24.07885375641814"
2,"ISO","2024-09-05 20:00:00+00",18957,"2024-09-05 20:00:00+00","24.053436683301925"
2,"ISO","2024-09-05 21:00:00+00",19468,"2024-09-05 21:00:00+00","23.691123821223073"
2,"ISO","2024-09-05 22:00:00+00",19659,"2024-09-05 22:00:00+00","22.913394123941202"
2,"ISO","2024-09-05 23:00:00+00",19878,"2024-09-05 23:00:00+00","21.43255634774812"
2,"ISO","2024-09-06 00:00:00+00",19476,"2024-09-06 00:00:00+00","19.89007581275746"
2,"ISO","2024-09-06 01:00:00+00",18466,"2024-09-06 01:00:00+00","18.978808145964308"
2,"ISO","2024-09-06 02:00:00+00",17275,"2024-09-06 02:00:00+00","18.297804920882072"
2,"ISO","2024-09-06 03:00:00+00",16133,"2024-09-06 03:00:00+00","17.77038960107859"
2,"ISO","2024-09-06 04:00:00+00",15040,"2024-09-06 04:00:00+00","16.842448968926533"
2,"ISO","2024-09-06 05:00:00+00",14463,"2024-09-06 05:00:00+00","16.61308293659954"
2,"ISO","2024-09-06 06:00:00+00",14040,"2024-09-06 06:00:00+00","16.560379563230185"
2,"ISO","2024-09-06 07:00:00+00",13794,"2024-09-06 07:00:00+00","16.51323719511953"
2,"ISO","2024-09-06 08:00:00+00",13836,"2024-09-06 08:00:00+00","16.43623807721235"
2,"ISO","2024-09-06 09:00:00+00",14423,"2024-09-06 09:00:00+00","16.27399851521119"
2,"ISO","2024-09-06 10:00:00+00",15560,"2024-09-06 10:00:00+00","16.058771541006877"
2,"ISO","2024-09-06 11:00:00+00",16331,"2024-09-06 11:00:00+00","15.959865233795142"
2,"ISO","2024-09-06 12:00:00+00",16661,"2024-09-06 12:00:00+00","17.289907190502674"
2,"ISO","2024-09-06 13:00:00+00",16822,"2024-09-06 13:00:00+00","19.00733296519485"
2,"ISO","2024-09-06 14:00:00+00",16975,"2024-09-06 14:00:00+00","20.54109984704354"
2,"ISO","2024-09-06 15:00:00+00",17260,"2024-09-06 15:00:00+00","21.995463474673784"
2,"ISO","2024-09-06 16:00:00+00",17712,"2024-09-06 16:00:00+00","23.20900601015461"
2,"ISO","2024-09-06 17:00:00+00",18294,"2024-09-06 17:00:00+00","24.08168985619909"
2,"ISO","2024-09-06 18:00:00+00",18795,"2024-09-06 18:00:00+00","24.516688342998805"
2,"ISO","2024-09-06 19:00:00+00",19357,"2024-09-06 19:00:00+00","24.737434504798273"
2,"ISO","2024-09-06 20:00:00+00",19878,"2024-09-06 20:00:00+00","24.8935200815111"
