"iso_id","region","load_date","load_forecast","weather_date","temperature_celsius"
4,"ISO","2024-09-05 05:00:00+00","73471","2024-09-05 05:00:00+00","16.95659106163555"
4,"ISO","2024-09-05 06:00:00+00","71170","2024-09-05 06:00:00+00","16.45795939998743"
4,"ISO","2024-09-05 07:00:00+00","69950","2024-09-05 07:00:00+00","16.02205336030994"
4,"ISO","2024-09-05 08:00:00+00","70286","2024-09-05 08:00:00+00","15.603078280546072"
4,"ISO","2024-09-05 09:00:00+00","73035","2024-09-05 09:00:00+00","15.220788722746818"
4,"ISO","2024-09-05 10:00:00+00","77793","2024-09-05 10:00:00+00","14.898186322517063"
4,"ISO","2024-09-05 11:00:00+00","81569","2024-09-05 11:00:00+00","14.681427682202013"
4,"ISO","2024-09-05 12:00:00+00","84135","2024-09-05 12:00:00+00","16.045811346542564"
4,"ISO","2024-09-05 13:00:00+00","86566","2024-09-05 13:00:00+00","18.889157982968584"
4,"ISO","2024-09-05 14:00:00+00","89451","2024-09-05 14:00:00+00","21.308677237581264"
4,"ISO","2024-09-05 15:00:00+00","92702","2024-09-05 15:00:00+00","23.131234228566086"
4,"ISO","2024-09-05 16:00:00+00","96688","2024-09-05 16:00:00+00","24.5367517809579"
4,"ISO","2024-09-05 17:00:00+00","100963","2024-09-05 17:00:00+00","25.56312393325652"
4,"ISO","2024-09-05 18:00:00+00","104582","2024-09-05 18:00:00+00","26.316477566576964"
4,"ISO","2024-09-05 19:00:00+00","107625","2024-09-05 19:00:00+00","26.795624360830686"
4,"ISO","2024-09-05 20:00:00+00","110659","2024-09-05 20:00:00+00","26.999546724753657"
4,"ISO","2024-09-05 21:00:00+00","112464","2024-09-05 21:00:00+00","26.862572888351792"
4,"ISO","2024-09-05 22:00:00+00","111508","2024-09-05 22:00:00+00","26.341288400377096"
4,"ISO","2024-09-05 23:00:00+00","108622","2024-09-05 23:00:00+00","25.133958889005044"
4,"ISO","2024-09-06 00:00:00+00","104896","2024-09-06 00:00:00+00","23.230817432226615"
4,"ISO","2024-09-06 01:00:00+00","100168","2024-09-06 01:00:00+00","21.965986464857792"
4,"ISO","2024-09-06 02:00:00+00","93241","2024-09-06 02:00:00+00","21.04462784811591"
4,"ISO","2024-09-06 03:00:00+00","86347","2024-09-06 03:00:00+00","20.266497744806372"
4,"ISO","2024-09-06 04:00:00+00","80725","2024-09-06 04:00:00+00","19.342590074892485"
4,"ISO","2024-09-06 05:00:00+00","76690","2024-09-06 05:00:00+00","18.88005049045364"
4,"ISO","2024-09-06 06:00:00+00","74017","2024-09-06 06:00:00+00","18.4607990110552"
4,"ISO","2024-09-06 07:00:00+00","72439","2024-09-06 07:00:00+00","18.016676881209662"
4,"ISO","2024-09-06 08:00:00+00","72482","2024-09-06 08:00:00+00","17.60452200929211"
4,"ISO","2024-09-06 09:00:00+00","74969","2024-09-06 09:00:00+00","17.237050037355573"
4,"ISO","2024-09-06 10:00:00+00","79515","2024-09-06 10:00:00+00","16.995998101971566"
4,"ISO","2024-09-06 11:00:00+00","83377","2024-09-06 11:00:00+00","16.91436446651653"
4,"ISO","2024-09-06 12:00:00+00","86402","2024-09-06 12:00:00+00","17.678148129915428"
4,"ISO","2024-09-06 13:00:00+00","89109","2024-09-06 13:00:00+00","19.29487058329704"
4,"ISO","2024-09-06 14:00:00+00","92289","2024-09-06 14:00:00+00","20.818904009436437"
4,"ISO","2024-09-06 15:00:00+00","95425","2024-09-06 15:00:00+00","22.16448988620158"
4,"ISO","2024-09-06 16:00:00+00","98590","2024-09-06 16:00:00+00","23.304061794068957"
4,"ISO","2024-09-06 17:00:00+00","101778","2024-09-06 17:00:00+00","24.24889737474217"
4,"ISO","2024-09-06 18:00:00+00","104166","2024-09-06 18:00:00+00","24.93205920312272"
4,"ISO","2024-09-06 19:00:00+00","105957","2024-09-06 19:00:00+00","25.306095945706318"
4,"ISO","2024-09-06 20:00:00+00","107426","2024-09-06 20:00:00+00","25.35885606172775"
4,"ISO","2024-09-06 21:00:00+00","107503","2024-09-06 21:00:00+00","24.946541993769245"
4,"ISO","2024-09-06 22:00:00+00","105382","2024-09-06 22:00:00+00","23.842881585529312"
4,"ISO","2024-09-06 23:00:00+00","101859","2024-09-06 23:00:00+00","22.229072480407183"
4,"ISO","2024-09-07 00:00:00+00","98648","2024-09-07 00:00:00+00","20.599776772499467"
4,"ISO","2024-09-07 01:00:00+00","94803","2024-09-07 01:00:00+00","19.597600988898364"
4,"ISO","2024-09-07 02:00:00+00","89132","2024-09-07 02:00:00+00","18.92280211488759"
4,"ISO","2024-09-07 03:00:00+00","83047","2024-09-07 03:00:00+00","18.39011929436731"
4,"ISO","2024-09-07 04:00:00+00","76766","2024-09-07 04:00:00+00","17.688853978573206"
4,"ISO","2024-09-07 05:00:00+00","73136","2024-09-07 05:00:00+00","17.263745796037597"
4,"ISO","2024-09-07 06:00:00+00","70680","2024-09-07 06:00:00+00","16.898721675770844"
4,"ISO","2024-09-07 07:00:00+00","69158","2024-09-07 07:00:00+00","16.52547584582254"
4,"ISO","2024-09-07 08:00:00+00","68532","2024-09-07 08:00:00+00","16.190688818561114"
4,"ISO","2024-09-07 09:00:00+00","69124","2024-09-07 09:00:00+00","15.777466875890411"
4,"ISO","2024-09-07 10:00:00+00","70441","2024-09-07 10:00:00+00","15.376707377118521"
4,"ISO","2024-09-07 11:00:00+00","72490","2024-09-07 11:00:00+00","14.97234900342994"
4,"ISO","2024-09-07 12:00:00+00","75487","2024-09-07 12:00:00+00","15.394585614314224"
4,"ISO","2024-09-07 13:00:00+00","78680","2024-09-07 13:00:00+00","16.45999442268038"
4,"ISO","2024-09-07 14:00:00+00","81211","2024-09-07 14:00:00+00","17.475545517051387"
4,"ISO","2024-09-07 15:00:00+00","82889","2024-09-07 15:00:00+00","18.409901819503148"
4,"ISO","2024-09-07 16:00:00+00","84142","2024-09-07 16:00:00+00","19.11743362413324"
4,"ISO","2024-09-07 17:00:00+00","85070","2024-09-07 17:00:00+00","19.438035648238667"
4,"ISO","2024-09-07 18:00:00+00","85947","2024-09-07 18:00:00+00","19.34579930143923"
4,"ISO","2024-09-07 19:00:00+00","86906","2024-09-07 19:00:00+00","18.86963600100131"
4,"ISO","2024-09-07 20:00:00+00","88026","2024-09-07 20:00:00+00","18.30195748461972"
4,"ISO","2024-09-07 21:00:00+00","88627","2024-09-07 21:00:00+00","17.980112134085232"
4,"ISO","2024-09-07 22:00:00+00","88362","2024-09-07 22:00:00+00","17.55737195326452"
4,"ISO","2024-09-07 23:00:00+00","86793","2024-09-07 23:00:00+00","16.77121902713651"
4,"ISO","2024-09-08 00:00:00+00","84990","2024-09-08 00:00:00+00","15.497376192815182"
4,"ISO","2024-09-08 01:00:00+00","82694","2024-09-08 01:00:00+00","14.52521367166338"
4,"ISO","2024-09-08 02:00:00+00","78768","2024-09-08 02:00:00+00","13.802127601030747"
4,"ISO","2024-09-08 03:00:00+00","73995","2024-09-08 03:00:00+00","13.173688795975181"
4,"ISO","2024-09-08 04:00:00+00","70375","2024-09-08 04:00:00+00","13.455574340180306"
4,"ISO","2024-09-08 05:00:00+00","67680","2024-09-08 05:00:00+00","12.754532844875712"
4,"ISO","2024-09-08 06:00:00+00","65830","2024-09-08 06:00:00+00","12.077449669244345"
4,"ISO","2024-09-08 07:00:00+00","64773","2024-09-08 07:00:00+00","11.420011906598802"
4,"ISO","2024-09-08 08:00:00+00","64540","2024-09-08 08:00:00+00","10.822225456696515"
4,"ISO","2024-09-08 09:00:00+00","65139","2024-09-08 09:00:00+00","10.277648977648482"
4,"ISO","2024-09-08 10:00:00+00","66046","2024-09-08 10:00:00+00","9.787892596956908"
4,"ISO","2024-09-08 11:00:00+00","67517","2024-09-08 11:00:00+00","9.40830631926849"
4,"ISO","2024-09-08 12:00:00+00","69796","2024-09-08 12:00:00+00","10.683670798726325"
4,"ISO","2024-09-08 13:00:00+00","71666","2024-09-08 13:00:00+00","13.017938733256244"
4,"ISO","2024-09-08 14:00:00+00","72796","2024-09-08 14:00:00+00","14.857777733557441"
4,"ISO","2024-09-08 15:00:00+00","73788","2024-09-08 15:00:00+00","16.4552490899801"
4,"ISO","2024-09-08 16:00:00+00","74921","2024-09-08 16:00:00+00","17.852835259053393"
